# r_pc rho_Msun_pc3 sigma1d_kms pressure_rho_sigma2 N_scatter_per_orbit
4.353061120052e-05 1.846318406805e+08 1.257355295110e+04 2.918922939006e+16 3.328897598462e-06
4.383479972232e-05 1.827133315386e+08 1.252985064045e+04 2.868547361073e+16 3.361466606508e-06
4.414111388983e-05 1.808147577079e+08 1.248630022935e+04 2.819041181005e+16 3.394352555146e-06
4.444956855690e-05 1.789359120393e+08 1.244290118981e+04 2.770389394432e+16 3.427558509440e-06
4.476017868115e-05 1.770765895365e+08 1.239965299571e+04 2.722577255933e+16 3.461087563878e-06
4.507295932478e-05 1.752365873330e+08 1.235655512277e+04 2.675590274573e+16 3.494942842655e-06
4.538792565519e-05 1.734157046706e+08 1.231360704849e+04 2.629414209502e+16 3.529127499951e-06
4.570509294579e-05 1.716137428768e+08 1.227080825222e+04 2.584035065648e+16 3.563644720219e-06
4.602447657672e-05 1.698305053440e+08 1.222815821511e+04 2.539439089468e+16 3.598497718474e-06
4.634609203560e-05 1.680657975073e+08 1.218565642011e+04 2.495612764785e+16 3.633689740579e-06
4.666995491827e-05 1.663194268234e+08 1.214330235198e+04 2.452542808686e+16 3.669224063544e-06
4.699608092954e-05 1.645912027500e+08 1.210109549725e+04 2.410216167503e+16 3.705103995819e-06
4.732448588399e-05 1.628809367246e+08 1.205903534425e+04 2.368620012851e+16 3.741332877593e-06
4.765518570670e-05 1.611884421441e+08 1.201712138308e+04 2.327741737741e+16 3.777914081098e-06
4.798819643401e-05 1.595135343444e+08 1.197535310563e+04 2.287568952761e+16 3.814851010912e-06
4.832353421436e-05 1.578560305802e+08 1.193373000552e+04 2.248089482321e+16 3.852147104264e-06
4.866121530901e-05 1.562157500053e+08 1.189225157818e+04 2.209291360960e+16 3.889805831351e-06
4.900125609286e-05 1.545925136524e+08 1.185091732074e+04 2.171162829722e+16 3.927830695644e-06
4.934367305522e-05 1.529861444141e+08 1.180972673212e+04 2.133692332591e+16 3.966225234209e-06
4.968848280067e-05 1.513964670232e+08 1.176867931296e+04 2.096868512990e+16 4.004993018026e-06
5.003570204976e-05 1.498233080338e+08 1.172777456565e+04 2.060680210336e+16 4.044137652308e-06
5.038534763994e-05 1.482664958022e+08 1.168701199429e+04 2.025116456661e+16 4.083662776829e-06
5.073743652627e-05 1.467258604684e+08 1.164639110473e+04 1.990166473285e+16 4.123572066252e-06
5.109198578233e-05 1.452012339373e+08 1.160591140450e+04 1.955819667551e+16 4.163869230460e-06
5.144901260099e-05 1.436924498604e+08 1.156557240289e+04 1.922065629614e+16 4.204558014889e-06
5.180853429525e-05 1.421993436180e+08 1.152537361085e+04 1.888894129285e+16 4.245642200870e-06
5.217056829913e-05 1.407217523008e+08 1.148531454105e+04 1.856295112933e+16 4.287125605965e-06
5.253513216843e-05 1.392595146923e+08 1.144539470786e+04 1.824258700434e+16 4.329012084313e-06
5.290224358167e-05 1.378124712513e+08 1.140561362734e+04 1.792775182180e+16 4.371305526978e-06
5.327192034089e-05 1.363804640943e+08 1.136597081721e+04 1.761835016135e+16 4.414009862298e-06
5.364418037251e-05 1.349633369784e+08 1.132646579688e+04 1.731428824942e+16 4.457129056240e-06
5.401904172825e-05 1.335609352843e+08 1.128709808744e+04 1.701547393083e+16 4.500667112757e-06
5.439652258596e-05 1.321731059992e+08 1.124786721163e+04 1.672181664083e+16 4.544628074148e-06
5.477664125051e-05 1.307996977006e+08 1.120877269385e+04 1.643322737768e+16 4.589016021421e-06
5.515941615469e-05 1.294405605390e+08 1.116981406016e+04 1.614961867568e+16 4.633835074664e-06
5.554486586010e-05 1.280955462224e+08 1.113099083826e+04 1.587090457860e+16 4.679089393410e-06
5.593300905804e-05 1.267645079994e+08 1.109230255750e+04 1.559700061373e+16 4.724783177015e-06
5.632386457043e-05 1.254473006436e+08 1.105374874886e+04 1.532782376616e+16 4.770920665036e-06
5.671745135071e-05 1.241437804378e+08 1.101532894495e+04 1.506329245374e+16 4.817506137611e-06
5.711378848476e-05 1.228538051580e+08 1.097704268002e+04 1.480332650225e+16 4.864543915843e-06
5.751289519184e-05 1.215772340581e+08 1.093888948990e+04 1.454784712116e+16 4.912038362189e-06
5.791479082553e-05 1.203139278545e+08 1.090086891208e+04 1.429677687974e+16 4.959993880854e-06
5.831949487460e-05 1.190637487110e+08 1.086298048562e+04 1.405003968358e+16 5.008414918185e-06
5.872702696407e-05 1.178265602235e+08 1.082522375121e+04 1.380756075154e+16 5.057305963070e-06
5.913740685604e-05 1.166022274055e+08 1.078759825113e+04 1.356926659308e+16 5.106671547341e-06
5.955065445075e-05 1.153906166729e+08 1.075010352922e+04 1.333508498597e+16 5.156516246184e-06
5.996678978747e-05 1.141915958299e+08 1.071273913096e+04 1.310494495444e+16 5.206844678546e-06
6.038583304553e-05 1.130050340541e+08 1.067550460336e+04 1.287877674764e+16 5.257661507552e-06
6.080780454525e-05 1.118308018828e+08 1.063839949504e+04 1.265651181848e+16 5.308971440922e-06
6.123272474895e-05 1.106687711984e+08 1.060142335617e+04 1.243808280291e+16 5.360779231395e-06
6.166061426196e-05 1.095188152145e+08 1.056457573848e+04 1.222342349947e+16 5.413089677153e-06
6.209149383356e-05 1.083808084623e+08 1.052785619527e+04 1.201246884921e+16 5.465907622256e-06
6.252538435806e-05 1.072546267765e+08 1.049126428139e+04 1.180515491600e+16 5.519237957070e-06
6.296230687577e-05 1.061401472824e+08 1.045479955324e+04 1.160141886714e+16 5.573085618712e-06
6.340228257401e-05 1.050372483818e+08 1.041846156875e+04 1.140119895433e+16 5.627455591485e-06
6.384533278818e-05 1.039458097401e+08 1.038224988740e+04 1.120443449494e+16 5.682352907334e-06
6.429147900274e-05 1.028657122732e+08 1.034616407020e+04 1.101106585360e+16 5.737782646289e-06
6.474074285232e-05 1.017968381342e+08 1.031020367966e+04 1.082103442418e+16 5.793749936923e-06
6.519314612269e-05 1.007390707009e+08 1.027436827986e+04 1.063428261198e+16 5.850259956814e-06
6.564871075190e-05 9.969229456307e+07 1.023865743635e+04 1.045075381628e+16 5.907317933004e-06
6.610745883127e-05 9.865639550943e+07 1.020307071620e+04 1.027039241322e+16 5.964929142468e-06
6.656941260649e-05 9.763126051565e+07 1.016760768801e+04 1.009314373890e+16 6.023098912592e-06
6.703459447873e-05 9.661677773179e+07 1.013226792185e+04 9.918954072820e+15 6.081832621640e-06
6.750302700568e-05 9.561283647016e+07 1.009705098930e+04 9.747770621628e+15 6.141135699243e-06
6.797473290265e-05 9.461932719324e+07 1.006195646343e+04 9.579541503085e+15 6.201013626884e-06
6.844973504370e-05 9.363614150171e+07 1.002698391877e+04 9.414215730358e+15 6.261471938384e-06
6.892805646273e-05 9.266317212263e+07 9.992132931367e+03 9.251743196561e+15 6.322516220400e-06
6.940972035460e-05 9.170031289775e+07 9.957403078713e+03 9.092074659572e+15 6.384152112923e-06
6.989475007624e-05 9.074745877192e+07 9.922793939779e+03 8.935161727105e+15 6.446385309787e-06
7.038316914781e-05 8.980450578162e+07 9.888305094997e+03 8.780956842045e+15 6.509221559168e-06
7.087500125382e-05 8.887135104361e+07 9.853936126260e+03 8.629413268035e+15 6.572666664109e-06
7.137027024430e-05 8.794789274374e+07 9.819686616912e+03 8.480485075312e+15 6.636726483029e-06
7.186900013592e-05 8.703403012579e+07 9.785556151746e+03 8.334127126781e+15 6.701406930252e-06
7.237121511319e-05 8.612966348052e+07 9.751544316997e+03 8.190295064342e+15 6.766713976532e-06
7.287693952962e-05 8.523469413477e+07 9.717650700340e+03 8.048945295441e+15 6.832653649590e-06
7.338619790890e-05 8.434902444072e+07 9.683874890882e+03 7.910034979859e+15 6.899232034646e-06
7.389901494609e-05 8.347255776517e+07 9.650216479158e+03 7.773522016731e+15 6.966455274967e-06
7.441541550880e-05 8.260519847908e+07 9.616675057127e+03 7.639365031780e+15 7.034329572414e-06
7.493542463843e-05 8.174685194709e+07 9.583250218167e+03 7.507523364783e+15 7.102861187993e-06
7.545906755138e-05 8.089742451718e+07 9.549941557067e+03 7.377957057243e+15 7.172056442417e-06
7.598636964023e-05 8.005682351051e+07 9.516748670025e+03 7.250626840284e+15 7.241921716667e-06
7.651735647503e-05 7.922495721123e+07 9.483671154645e+03 7.125494122742e+15 7.312463452559e-06
7.705205380448e-05 7.840173485655e+07 9.450708609927e+03 7.002520979475e+15 7.383688153326e-06
7.759048755724e-05 7.758706662679e+07 9.417860636266e+03 6.881670139866e+15 7.455602384186e-06
7.813268384314e-05 7.678086363558e+07 9.385126835445e+03 6.762904976527e+15 7.528212772937e-06
7.867866895447e-05 7.598303792019e+07 9.352506810633e+03 6.646189494196e+15 7.601526010543e-06
7.922846936725e-05 7.519350243191e+07 9.320000166375e+03 6.531488318834e+15 7.675548851728e-06
7.978211174251e-05 7.441217102655e+07 9.287606508594e+03 6.418766686895e+15 7.750288115582e-06
8.033962292758e-05 7.363895845507e+07 9.255325444581e+03 6.307990434797e+15 7.825750686163e-06
8.090102995741e-05 7.287378035424e+07 9.223156582993e+03 6.199125988563e+15 7.901943513116e-06
8.146636005584e-05 7.211655323747e+07 9.191099533845e+03 6.092140353649e+15 7.978873612283e-06
8.203564063699e-05 7.136719448565e+07 9.159153908509e+03 5.987001104941e+15 8.056548066334e-06
8.260889930652e-05 7.062562233821e+07 9.127319319710e+03 5.883676376929e+15 8.134974025395e-06
8.318616386299e-05 6.989175588415e+07 9.095595381514e+03 5.782134854049e+15 8.214158707682e-06
8.376746229924e-05 6.916551505319e+07 9.063981709334e+03 5.682345761192e+15 8.294109400145e-06
8.435282280371e-05 6.844682060711e+07 9.032477919915e+03 5.584278854374e+15 8.374833459113e-06
8.494227376180e-05 6.773559413103e+07 9.001083631337e+03 5.487904411576e+15 8.456338310950e-06
8.553584375729e-05 6.703175802490e+07 8.969798463007e+03 5.393193223729e+15 8.538631452716e-06
8.613356157370e-05 6.633523549499e+07 8.938622035654e+03 5.300116585865e+15 8.621720452828e-06
8.673545619567e-05 6.564595054558e+07 8.907553971325e+03 5.208646288416e+15 8.705612951736e-06
8.734155681040e-05 6.496382797059e+07 8.876593893384e+03 5.118754608663e+15 8.790316662601e-06
8.795189280903e-05 6.428879334543e+07 8.845741426499e+03 5.030414302337e+15 8.875839371978e-06
8.856649378810e-05 6.362077301884e+07 8.814996196646e+03 4.943598595359e+15 8.962188940509e-06
8.918538955096e-05 6.295969410491e+07 8.784357831101e+03 4.858281175727e+15 9.049373303617e-06
8.980861010922e-05 6.230548447507e+07 8.753825958433e+03 4.774436185538e+15 9.137400472216e-06
9.043618568422e-05 6.165807275022e+07 8.723400208506e+03 4.692038213157e+15 9.226278533415e-06
9.106814670847e-05 6.101738829302e+07 8.693080212467e+03 4.611062285509e+15 9.316015651237e-06
9.170452382716e-05 6.038336120007e+07 8.662865602745e+03 4.531483860513e+15 9.406620067346e-06
9.234534789961e-05 5.975592229438e+07 8.632756013051e+03 4.453278819644e+15 9.498100101772e-06
9.299065000078e-05 5.913500311776e+07 8.602751078363e+03 4.376423460623e+15 9.590464153654e-06
9.364046142279e-05 5.852053592338e+07 8.572850434933e+03 4.300894490233e+15 9.683720701978e-06
9.429481367642e-05 5.791245366838e+07 8.543053720274e+03 4.226669017257e+15 9.777878306332e-06
9.495373849265e-05 5.731069000653e+07 8.513360573161e+03 4.153724545546e+15 9.872945607664e-06
9.561726782420e-05 5.671517928103e+07 8.483770633622e+03 4.082038967194e+15 9.968931329045e-06
9.628543384705e-05 5.612585651729e+07 8.454283542939e+03 4.011590555842e+15 1.006584427644e-05
9.695826896205e-05 5.554265741592e+07 8.424898943640e+03 3.942357960091e+15 1.016369333949e-05
9.763580579645e-05 5.496551834562e+07 8.395616479494e+03 3.874320197033e+15 1.026248749230e-05
9.831807720549e-05 5.439437633632e+07 8.366435795510e+03 3.807456645889e+15 1.036223579423e-05
9.900511627401e-05 5.382916907228e+07 8.337356537930e+03 3.741747041759e+15 1.046294739069e-05
9.969695631806e-05 5.326983488525e+07 8.308378354226e+03 3.677171469485e+15 1.056463151396e-05
1.003936308865e-04 5.271631274781e+07 8.279500893095e+03 3.613710357608e+15 1.066729748399e-05
1.010951737625e-04 5.216854226667e+07 8.250723804455e+03 3.551344472441e+15 1.077095470926e-05
1.018016189656e-04 5.162646367610e+07 8.222046739441e+03 3.490054912238e+15 1.087561268756e-05
1.025130007527e-04 5.109001783139e+07 8.193469350402e+03 3.429823101467e+15 1.098128100686e-05
1.032293536203e-04 5.055914620239e+07 8.164991290891e+03 3.370630785178e+15 1.108796934616e-05
1.039507123061e-04 5.003379086717e+07 8.136612215671e+03 3.312460023469e+15 1.119568747632e-05
1.046771117901e-04 4.951389450566e+07 8.108331780701e+03 3.255293186053e+15 1.130444526096e-05
1.054085872972e-04 4.899940039340e+07 8.080149643137e+03 3.199112946912e+15 1.141425265728e-05
1.061451742982e-04 4.849025239535e+07 8.052065461326e+03 3.143902279046e+15 1.152511971698e-05
1.068869085118e-04 4.798639495980e+07 8.024078894804e+03 3.089644449312e+15 1.163705658715e-05
1.076338259063e-04 4.748777311226e+07 7.996189604289e+03 3.036323013353e+15 1.175007351112e-05
1.083859627015e-04 4.699433244948e+07 7.968397251679e+03 2.983921810616e+15 1.186418082939e-05
1.091433553699e-04 4.650601913353e+07 7.940701500047e+03 2.932424959449e+15 1.197938898058e-05
1.099060406394e-04 4.602277988591e+07 7.913102013637e+03 2.881816852294e+15 1.209570850227e-05
1.106740554942e-04 4.554456198174e+07 7.885598457860e+03 2.832082150951e+15 1.221315003198e-05
1.114474371770e-04 4.507131324400e+07 7.858190499290e+03 2.783205781933e+15 1.233172430812e-05
1.122262231907e-04 4.460298203785e+07 7.830877805660e+03 2.735172931896e+15 1.245144217088e-05
1.130104513005e-04 4.413951726500e+07 7.803660045859e+03 2.687969043148e+15 1.257231456325e-05
1.138001595353e-04 4.368086835810e+07 7.776536889924e+03 2.641579809240e+15 1.269435253192e-05
1.145953861897e-04 4.322698527528e+07 7.749508009041e+03 2.595991170628e+15 1.281756722829e-05
1.153961698261e-04 4.277781849464e+07 7.722573075539e+03 2.551189310412e+15 1.294196990946e-05
1.162025492762e-04 4.233331900886e+07 7.695731762886e+03 2.507160650149e+15 1.306757193919e-05
1.170145636430e-04 4.189343831986e+07 7.668983745684e+03 2.463891845737e+15 1.319438478891e-05
1.178322523031e-04 4.145812843353e+07 7.642328699666e+03 2.421369783370e+15 1.332242003874e-05
1.186556549078e-04 4.102734185444e+07 7.615766301692e+03 2.379581575566e+15 1.345168937848e-05
1.194848113859e-04 4.060103158071e+07 7.589296229748e+03 2.338514557257e+15 1.358220460867e-05
1.203197619448e-04 4.017915109883e+07 7.562918162935e+03 2.298156281954e+15 1.371397764162e-05
1.211605470733e-04 3.976165437865e+07 7.536631781471e+03 2.258494517975e+15 1.384702050243e-05
1.220072075427e-04 3.934849586830e+07 7.510436766688e+03 2.219517244734e+15 1.398134533007e-05
1.228597844096e-04 3.893963048924e+07 7.484332801022e+03 2.181212649100e+15 1.411696437845e-05
1.237183190173e-04 3.853501363136e+07 7.458319568015e+03 2.143569121820e+15 1.425389001748e-05
1.245828529980e-04 3.813460114809e+07 7.432396752307e+03 2.106575253994e+15 1.439213473414e-05
1.254534282748e-04 3.773834935158e+07 7.406564039637e+03 2.070219833621e+15 1.453171113363e-05
1.263300870638e-04 3.734621500794e+07 7.380821116834e+03 2.034491842201e+15 1.467263194041e-05
1.272128718762e-04 3.695815533256e+07 7.355167671816e+03 1.999380451394e+15 1.481490999937e-05
1.281018255202e-04 3.657412798537e+07 7.329603393586e+03 1.964875019741e+15 1.495855827691e-05
1.289969911030e-04 3.619409106627e+07 7.304127972228e+03 1.930965089435e+15 1.510358986212e-05
1.298984120332e-04 3.581800311055e+07 7.278741098904e+03 1.897640383151e+15 1.525001796790e-05
1.308061320227e-04 3.544582308436e+07 7.253442465847e+03 1.864890800938e+15 1.539785593211e-05
1.317201950888e-04 3.507751038023e+07 7.228231766363e+03 1.832706417150e+15 1.554711721875e-05
1.326406455564e-04 3.471302481266e+07 7.203108694821e+03 1.801077477441e+15 1.569781541916e-05
1.335675280602e-04 3.435232661371e+07 7.178072946655e+03 1.769994395811e+15 1.584996425318e-05
1.345008875468e-04 3.399537642866e+07 7.153124218355e+03 1.739447751694e+15 1.600357757034e-05
1.354407692768e-04 3.364213531174e+07 7.128262207469e+03 1.709428287112e+15 1.615866935112e-05
1.363872188272e-04 3.329256472187e+07 7.103486612592e+03 1.679926903860e+15 1.631525370811e-05
1.373402820934e-04 3.294662651844e+07 7.078797133372e+03 1.650934660755e+15 1.647334488731e-05
1.383000052914e-04 3.260428295718e+07 7.054193470496e+03 1.622442770922e+15 1.663295726932e-05
1.392664349604e-04 3.226549668601e+07 7.029675325694e+03 1.594442599136e+15 1.679410537062e-05
1.402396179647e-04 3.193023074098e+07 7.005242401733e+03 1.566925659197e+15 1.695680384486e-05
1.412196014961e-04 3.159844854222e+07 6.980894402411e+03 1.539883611365e+15 1.712106748408e-05
1.422064330761e-04 3.127011389000e+07 6.956631032558e+03 1.513308259829e+15 1.728691122007e-05
1.432001605583e-04 3.094519096071e+07 6.932451998029e+03 1.487191550225e+15 1.745435012562e-05
1.442008321308e-04 3.062364430299e+07 6.908357005701e+03 1.461525567193e+15 1.762339941587e-05
1.452084963183e-04 3.030543883388e+07 6.884345763470e+03 1.436302531978e+15 1.779407444962e-05
1.462232019848e-04 2.999053983494e+07 6.860417980247e+03 1.411514800074e+15 1.796639073069e-05
1.472449983354e-04 2.967891294850e+07 6.836573365956e+03 1.387154858906e+15 1.814036390922e-05
1.482739349194e-04 2.937052417393e+07 6.812811631527e+03 1.363215325554e+15 1.831600978311e-05
1.493100616321e-04 2.906533986385e+07 6.789132488898e+03 1.339688944513e+15 1.849334429934e-05
1.503534287175e-04 2.876332672056e+07 6.765535651006e+03 1.316568585497e+15 1.867238355537e-05
1.514040867710e-04 2.846445179234e+07 6.742020831785e+03 1.293847241277e+15 1.885314380057e-05
1.524620867411e-04 2.816868246986e+07 6.718587746167e+03 1.271518025556e+15 1.903564143760e-05
1.535274799327e-04 2.787598648265e+07 6.695236110070e+03 1.249574170882e+15 1.921989302387e-05
1.546003180089e-04 2.758633189557e+07 6.671965640402e+03 1.228009026601e+15 1.940591527294e-05
1.556806529940e-04 2.729968710531e+07 6.648776055057e+03 1.206816056834e+15 1.959372505601e-05
1.567685372760e-04 2.701602083695e+07 6.625667072905e+03 1.185988838504e+15 1.978333940339e-05
1.578640236085e-04 2.673530214055e+07 6.602638413796e+03 1.165521059381e+15 1.997477550596e-05
1.589671651143e-04 2.645750038778e+07 6.579689798555e+03 1.145406516178e+15 2.016805071666e-05
1.600780152871e-04 2.618258526858e+07 6.556820948973e+03 1.125639112662e+15 2.036318255203e-05
1.611966279943e-04 2.591052678780e+07 6.534031587813e+03 1.106212857814e+15 2.056018869371e-05
1.623230574801e-04 2.564129526203e+07 6.511321438798e+03 1.087121864008e+15 2.075908698997e-05
1.634573583674e-04 2.537486131626e+07 6.488690226613e+03 1.068360345230e+15 2.095989545729e-05
1.645995856609e-04 2.511119588073e+07 6.466137676900e+03 1.049922615319e+15 2.116263228188e-05
1.657497947499e-04 2.485027018775e+07 6.443663516253e+03 1.031803086252e+15 2.136731582131e-05
1.669080414104e-04 2.459205576855e+07 6.421267472218e+03 1.013996266443e+15 2.157396460605e-05
1.680743818085e-04 2.433652445019e+07 6.398949273288e+03 9.964967590829e+14 2.178259734114e-05
1.692488725024e-04 2.408364835246e+07 6.376708648898e+03 9.792992605010e+14 2.199323290775e-05
1.704315704458e-04 2.383339988487e+07 6.354545329426e+03 9.623985585597e+14 2.220589036485e-05
1.716225329904e-04 2.358575174362e+07 6.332459046185e+03 9.457895310739e+14 2.242058895087e-05
1.728218178885e-04 2.334067690863e+07 6.310449531423e+03 9.294671442587e+14 2.263734808535e-05
1.740294832961e-04 2.309814864057e+07 6.288516518318e+03 9.134264512035e+14 2.285618737062e-05
1.752455877755e-04 2.285814047797e+07 6.266659740977e+03 8.976625903732e+14 2.307712659352e-05
1.764701902984e-04 2.262062623434e+07 6.244878934428e+03 8.821707841343e+14 2.330018572708e-05
1.777033502483e-04 2.238557999527e+07 6.223173834624e+03 8.669463373072e+14 2.352538493229e-05
1.789451274240e-04 2.215297611564e+07 6.201544178433e+03 8.519846357431e+14 2.375274455982e-05
1.801955820419e-04 2.192278921680e+07 6.179989703638e+03 8.372811449254e+14 2.398228515178e-05
1.814547747393e-04 2.169499418383e+07 6.158510148934e+03 8.228314085956e+14 2.421402744350e-05
1.827227665772e-04 2.146956616276e+07 6.137105253925e+03 8.086310474024e+14 2.444799236533e-05
1.839996190434e-04 2.124648055789e+07 6.115774759118e+03 7.946757575750e+14 2.468420104445e-05
1.852853940551e-04 2.102571302910e+07 6.094518405923e+03 7.809613096178e+14 2.492267480668e-05
1.865801539626e-04 2.080723948917e+07 6.073335936651e+03 7.674835470295e+14 2.516343517835e-05
1.878839615515e-04 2.059103610119e+07 6.052227094504e+03 7.542383850427e+14 2.540650388814e-05
1.891968800462e-04 2.037707927594e+07 6.031191623581e+03 7.412218093859e+14 2.565190286894e-05
1.905189731133e-04 2.016534566930e+07 6.010229268869e+03 7.284298750673e+14 2.589965425980e-05
1.918503048637e-04 1.995581217975e+07 5.989339776239e+03 7.158587051788e+14 2.614978040778e-05
1.931909398567e-04 1.974845594578e+07 5.968522892450e+03 7.035044897212e+14 2.640230386990e-05
1.945409431027e-04 1.954325434347e+07 5.947778365137e+03 6.913634844490e+14 2.665724741512e-05
1.959003800663e-04 1.934018498397e+07 5.927105942814e+03 6.794320097362e+14 2.691463402624e-05
1.972693166695e-04 1.913922571108e+07 5.906505374870e+03 6.677064494608e+14 2.717448690194e-05
1.986478192951e-04 1.894035459881e+07 5.885976411562e+03 6.561832499089e+14 2.743682945874e-05
2.000359547897e-04 1.874354994903e+07 5.865518804020e+03 6.448589186974e+14 2.770168533303e-05
2.014337904671e-04 1.854879028906e+07 5.845132304234e+03 6.337300237158e+14 2.796907838313e-05
2.028413941114e-04 1.835605436934e+07 5.824816665058e+03 6.227931920860e+14 2.823903269130e-05
2.042588339804e-04 1.816532116113e+07 5.804571640207e+03 6.120451091399e+14 2.851157256584e-05
2.056861788087e-04 1.797656985419e+07 5.784396984249e+03 6.014825174148e+14 2.878672254320e-05
2.071234978117e-04 1.778977985453e+07 5.764292452607e+03 5.911022156662e+14 2.906450739005e-05
2.085708606879e-04 1.760493078213e+07 5.744257801553e+03 5.809010578977e+14 2.934495210543e-05
2.100283376231e-04 1.742200246878e+07 5.724292788208e+03 5.708759524073e+14 2.962808192292e-05
2.114959992938e-04 1.724097495579e+07 5.704397170534e+03 5.610238608502e+14 2.991392231276e-05
2.129739168699e-04 1.706182849191e+07 5.684570707337e+03 5.513417973185e+14 3.020249898410e-05
2.144621620190e-04 1.688454353109e+07 5.664813158261e+03 5.418268274357e+14 3.049383788716e-05
2.159608069092e-04 1.670910073040e+07 5.645124283784e+03 5.324760674678e+14 3.078796521548e-05
2.174699242134e-04 1.653548094790e+07 5.625503845219e+03 5.232866834488e+14 3.108490740818e-05
2.189895871117e-04 1.636366524056e+07 5.605951604706e+03 5.142558903221e+14 3.138469115218e-05
2.205198692960e-04 1.619363486219e+07 5.586467325213e+03 5.053809510965e+14 3.168734338458e-05
2.220608449731e-04 1.602537126137e+07 5.567050770532e+03 4.966591760165e+14 3.199289129486e-05
2.236125888683e-04 1.585885607948e+07 5.547701705276e+03 4.880879217468e+14 3.230136232732e-05
2.251751762289e-04 1.569407114864e+07 5.528419894877e+03 4.796645905719e+14 3.261278418335e-05
2.267486828284e-04 1.553099848978e+07 5.509205105579e+03 4.713866296082e+14 3.292718482385e-05
2.283331849695e-04 1.536962031062e+07 5.490057104443e+03 4.632515300303e+14 3.324459247162e-05
2.299287594882e-04 1.520991900378e+07 5.470975659337e+03 4.552568263110e+14 3.356503561375e-05
2.315354837574e-04 1.505187714484e+07 5.451960538935e+03 4.474000954736e+14 3.388854300410e-05
2.331534356907e-04 1.489547749043e+07 5.433011512719e+03 4.396789563580e+14 3.421514366573e-05
2.347826937461e-04 1.474070297636e+07 5.414128350968e+03 4.320910688986e+14 3.454486689342e-05
2.364233369300e-04 1.458753671576e+07 5.395310824761e+03 4.246341334153e+14 3.487774225611e-05
2.380754448006e-04 1.443596199722e+07 5.376558705974e+03 4.173058899164e+14 3.521379959953e-05
2.397390974725e-04 1.428596228300e+07 5.357871767275e+03 4.101041174139e+14 3.555306904864e-05
2.414143756197e-04 1.413752120717e+07 5.339249782120e+03 4.030266332500e+14 3.589558101029e-05
2.431013604802e-04 1.399062257390e+07 5.320692524757e+03 3.960712924359e+14 3.624136617580e-05
2.448001338595e-04 1.384525035563e+07 5.302199770214e+03 3.892359870015e+14 3.659045552353e-05
2.465107781349e-04 1.370138869133e+07 5.283771294304e+03 3.825186453566e+14 3.694288032161e-05
2.482333762593e-04 1.355902188481e+07 5.265406873619e+03 3.759172316630e+14 3.729867213053e-05
2.499680117653e-04 1.341813440297e+07 5.247106285526e+03 3.694297452175e+14 3.765786280590e-05
2.517147687692e-04 1.327871087411e+07 5.228869308167e+03 3.630542198456e+14 3.802048450113e-05
2.534737319750e-04 1.314073608625e+07 5.210695720455e+03 3.567887233054e+14 3.838656967018e-05
2.552449866787e-04 1.300419498551e+07 5.192585302071e+03 3.506313567023e+14 3.875615107031e-05
2.570286187724e-04 1.286907267441e+07 5.174537833463e+03 3.445802539132e+14 3.912926176492e-05
2.588247147483e-04 1.273535441027e+07 5.156553095841e+03 3.386335810210e+14 3.950593512633e-05
2.606333617030e-04 1.260302560360e+07 5.138630871175e+03 3.327895357587e+14 3.988620483863e-05
2.624546473418e-04 1.247207181654e+07 5.120770942194e+03 3.270463469635e+14 4.027010490056e-05
2.642886599829e-04 1.234247876122e+07 5.102973092383e+03 3.214022740396e+14 4.065766962837e-05
2.661354885615e-04 1.221423229824e+07 5.085237105977e+03 3.158556064308e+14 4.104893365881e-05
2.679952226344e-04 1.208731843515e+07 5.067562767962e+03 3.104046631022e+14 4.144393195199e-05
2.698679523843e-04 1.196172332487e+07 5.049949864074e+03 3.050477920305e+14 4.184269979443e-05
2.717537686238e-04 1.183743326421e+07 5.032398180790e+03 2.997833697036e+14 4.224527280202e-05
2.736527628003e-04 1.171443469237e+07 5.014907505331e+03 2.946098006280e+14 4.265168692306e-05
2.755650270003e-04 1.159271418948e+07 4.997477625658e+03 2.895255168459e+14 4.306197844130e-05
2.774906539537e-04 1.147225847510e+07 4.980108330467e+03 2.845289774598e+14 4.347618397904e-05
2.794297370383e-04 1.135305440677e+07 4.962799409190e+03 2.796186681650e+14 4.389434050024e-05
2.813823702845e-04 1.123508897864e+07 4.945550651992e+03 2.747931007912e+14 4.431648531366e-05
2.833486483798e-04 1.111834931996e+07 4.928361849765e+03 2.700508128514e+14 4.474265607599e-05
2.853286666733e-04 1.100282269374e+07 4.911232794130e+03 2.653903670985e+14 4.517289079511e-05
2.873225211805e-04 1.088849649535e+07 4.894163277430e+03 2.608103510895e+14 4.560722783325e-05
2.893303085877e-04 1.077535825111e+07 4.877153092732e+03 2.563093767581e+14 4.604570591028e-05
2.913521262571e-04 1.066339561698e+07 4.860202033820e+03 2.518860799931e+14 4.648836410701e-05
2.933880722308e-04 1.055259637718e+07 4.843309895198e+03 2.475391202257e+14 4.693524186843e-05
2.954382452366e-04 1.044294844285e+07 4.826476472081e+03 2.432671800231e+14 4.738637900712e-05
2.975027446916e-04 1.033443985076e+07 4.809701560397e+03 2.390689646886e+14 4.784181570660e-05
2.995816707082e-04 1.022705876199e+07 4.792984956785e+03 2.349432018701e+14 4.830159252472e-05
3.016751240978e-04 1.012079346063e+07 4.776326458588e+03 2.308886411738e+14 4.876575039712e-05
