# r_pc rho_Msun_pc3 sigma1d_kms pressure_rho_sigma2 N_scatter_per_orbit
1.844654643562e+00 3.045162021748e+01 6.895397121076e+01 1.447868005049e+05 1.320363987463e+00
1.857544946588e+00 3.020316017630e+01 6.876592304428e+01 1.428232592889e+05 1.327497127953e+00
1.870525326047e+00 2.995709566030e+01 6.857866875402e+01 1.408892336821e+05 1.334665421237e+00
1.883596411388e+00 2.971340255930e+01 6.839220574406e+01 1.389842564423e+05 1.341869088753e+00
1.896758836455e+00 2.947205701101e+01 6.820653142593e+01 1.371078679668e+05 1.349108354365e+00
1.910013239523e+00 2.923303539855e+01 6.802164321851e+01 1.352596161648e+05 1.356383444392e+00
1.923360263329e+00 2.899631434783e+01 6.783753854802e+01 1.334390563321e+05 1.363694587636e+00
1.936800555097e+00 2.876187072511e+01 6.765421484797e+01 1.316457510278e+05 1.371042015414e+00
1.950334766578e+00 2.852968163444e+01 6.747166955915e+01 1.298792699534e+05 1.378425961580e+00
1.963963554075e+00 2.829972441522e+01 6.728990012954e+01 1.281391898335e+05 1.385846662562e+00
1.977687578478e+00 2.807197663980e+01 6.710890401432e+01 1.264250942988e+05 1.393304357386e+00
1.991507505295e+00 2.784641611102e+01 6.692867867580e+01 1.247365737712e+05 1.400799287708e+00
2.005424004684e+00 2.762302085981e+01 6.674922158340e+01 1.230732253503e+05 1.408331697845e+00
2.019437751488e+00 2.740176914289e+01 6.657053021362e+01 1.214346527025e+05 1.415901834802e+00
2.033549425263e+00 2.718263944036e+01 6.639260204995e+01 1.198204659513e+05 1.423509948306e+00
2.047759710316e+00 2.696561045345e+01 6.621543458291e+01 1.182302815702e+05 1.431156290834e+00
2.062069295734e+00 2.675066110218e+01 6.603902530995e+01 1.166637222767e+05 1.438841117644e+00
2.076478875421e+00 2.653777052309e+01 6.586337173544e+01 1.151204169285e+05 1.446564686810e+00
2.090989148129e+00 2.632691806706e+01 6.568847137062e+01 1.136000004213e+05 1.454327259248e+00
2.105600817493e+00 2.611808329702e+01 6.551432173359e+01 1.121021135884e+05 1.462129098751e+00
2.120314592065e+00 2.591124598577e+01 6.534092034923e+01 1.106264031020e+05 1.469970472020e+00
2.135131185348e+00 2.570638611383e+01 6.516826474920e+01 1.091725213761e+05 1.477851648697e+00
2.150051315831e+00 2.550348386728e+01 6.499635247190e+01 1.077401264710e+05 1.485772901396e+00
2.165075707025e+00 2.530251963561e+01 6.482518106241e+01 1.063288819993e+05 1.493734505738e+00
2.180205087494e+00 2.510347400961e+01 6.465474807246e+01 1.049384570343e+05 1.501736740379e+00
2.195440190896e+00 2.490632777934e+01 6.448505106043e+01 1.035685260185e+05 1.509779887052e+00
2.210781756014e+00 2.471106193200e+01 6.431608759125e+01 1.022187686749e+05 1.517864230589e+00
2.226230526795e+00 2.451765764992e+01 6.414785523642e+01 1.008888699195e+05 1.525990058966e+00
2.241787252384e+00 2.432609630851e+01 6.398035157396e+01 9.957851977448e+04 1.534157663328e+00
2.257452687159e+00 2.413635947433e+01 6.381357418835e+01 9.828741328409e+04 1.542367338031e+00
2.273227590773e+00 2.394842890302e+01 6.364752067053e+01 9.701525043107e+04 1.550619380668e+00
2.289112728185e+00 2.376228653739e+01 6.348218861785e+01 9.576173605475e+04 1.558914092113e+00
2.305108869701e+00 2.357791450550e+01 6.331757563401e+01 9.452657977060e+04 1.567251776548e+00
2.321216791008e+00 2.339529511868e+01 6.315367932907e+01 9.330949589100e+04 1.575632741504e+00
2.337437273215e+00 2.321441086969e+01 6.299049731939e+01 9.211020334745e+04 1.584057297893e+00
2.353771102889e+00 2.303524443081e+01 6.282802722761e+01 9.092842561402e+04 1.592525760046e+00
2.370219072093e+00 2.285777865198e+01 6.266626668257e+01 8.976389063211e+04 1.601038445750e+00
2.386781978425e+00 2.268199655899e+01 6.250521331936e+01 8.861633073651e+04 1.609595676279e+00
2.403460625056e+00 2.250788135162e+01 6.234486477921e+01 8.748548258262e+04 1.618197776438e+00
2.420255820772e+00 2.233541640184e+01 6.218521870947e+01 8.637108707499e+04 1.626845074597e+00
2.437168380008e+00 2.216458525207e+01 6.202627276363e+01 8.527288929701e+04 1.635537902725e+00
2.454199122891e+00 2.199537161338e+01 6.186802460122e+01 8.419063844178e+04 1.644276596433e+00
2.471348875280e+00 2.182775936372e+01 6.171047188781e+01 8.312408774413e+04 1.653061495008e+00
2.488618468802e+00 2.166173254624e+01 6.155361229497e+01 8.207299441385e+04 1.661892941454e+00
2.506008740900e+00 2.149727536758e+01 6.139744350025e+01 8.103711956998e+04 1.670771282528e+00
2.523520534865e+00 2.133437219611e+01 6.124196318712e+01 8.001622817619e+04 1.679696868779e+00
2.541154699883e+00 2.117300756033e+01 6.108716904496e+01 7.901008897732e+04 1.688670054589e+00
2.558912091073e+00 2.101316614717e+01 6.093305876904e+01 7.801847443691e+04 1.697691198211e+00
2.576793569530e+00 2.085483280038e+01 6.077963006043e+01 7.704116067582e+04 1.706760661809e+00
2.594800002366e+00 2.069799251886e+01 6.062688062605e+01 7.607792741187e+04 1.715878811497e+00
2.612932262753e+00 2.054263045509e+01 6.047480817856e+01 7.512855790049e+04 1.725046017379e+00
2.631191229964e+00 2.038873191354e+01 6.032341043640e+01 7.419283887639e+04 1.734262653592e+00
2.649577789416e+00 2.023628234907e+01 6.017268512370e+01 7.327056049615e+04 1.743529098346e+00
2.668092832714e+00 2.008526736540e+01 6.002262997027e+01 7.236151628184e+04 1.752845733962e+00
2.686737257693e+00 1.993567271356e+01 5.987324271160e+01 7.146550306555e+04 1.762212946919e+00
2.705511968462e+00 1.978748429033e+01 5.972452108877e+01 7.058232093485e+04 1.771631127889e+00
2.724417875448e+00 1.964068813679e+01 5.957646284846e+01 6.971177317919e+04 1.781100671787e+00
2.743455895440e+00 1.949527043680e+01 5.942906574292e+01 6.885366623715e+04 1.790621977807e+00
2.762626951634e+00 1.935121751549e+01 5.928232752994e+01 6.800780964463e+04 1.800195449466e+00
2.781931973675e+00 1.920851583787e+01 5.913624597277e+01 6.717401598386e+04 1.809821494652e+00
2.801371897708e+00 1.906715200728e+01 5.899081884017e+01 6.635210083333e+04 1.819500525659e+00
2.820947666416e+00 1.892711276407e+01 5.884604390634e+01 6.554188271845e+04 1.829232959239e+00
2.840660229072e+00 1.878838498409e+01 5.870191895086e+01 6.474318306315e+04 1.839019216640e+00
2.860510541580e+00 1.865095567733e+01 5.855844175873e+01 6.395582614222e+04 1.848859723655e+00
2.880499566527e+00 1.851481198654e+01 5.841561012029e+01 6.317963903448e+04 1.858754910661e+00
2.900628273224e+00 1.837994118581e+01 5.827342183121e+01 6.241445157672e+04 1.868705212673e+00
2.920897637756e+00 1.824633067927e+01 5.813187469245e+01 6.166009631840e+04 1.878711069378e+00
2.941308643030e+00 1.811396799968e+01 5.799096651024e+01 6.091640847715e+04 1.888772925191e+00
2.961862278819e+00 1.798284080717e+01 5.785069509606e+01 6.018322589495e+04 1.898891229296e+00
2.982559541814e+00 1.785293688784e+01 5.771105826661e+01 5.946038899511e+04 1.909066435692e+00
3.003401435672e+00 1.772424415253e+01 5.757205384376e+01 5.874774073993e+04 1.919299003243e+00
3.024388971062e+00 1.759675063548e+01 5.743367965454e+01 5.804512658906e+04 1.929589395722e+00
3.045523165714e+00 1.747044449307e+01 5.729593353112e+01 5.735239445858e+04 1.939938081862e+00
3.066805044474e+00 1.734531400256e+01 5.715881331078e+01 5.666939468078e+04 1.950345535399e+00
3.088235639345e+00 1.722134756082e+01 5.702231683586e+01 5.599597996455e+04 1.960812235124e+00
3.109815989545e+00 1.709853368312e+01 5.688644195377e+01 5.533200535646e+04 1.971338664932e+00
3.131547141551e+00 1.697686100187e+01 5.675118651694e+01 5.467732820257e+04 1.981925313868e+00
3.153430149156e+00 1.685631826545e+01 5.661654838279e+01 5.403180811071e+04 1.992572676180e+00
3.175466073514e+00 1.673689433695e+01 5.648252541373e+01 5.339530691358e+04 2.003281251364e+00
3.197655983196e+00 1.661857819305e+01 5.634911547710e+01 5.276768863228e+04 2.014051544219e+00
3.220000954239e+00 1.650135892278e+01 5.621631644517e+01 5.214881944061e+04 2.024884064894e+00
3.242502070200e+00 1.638522572642e+01 5.608412619512e+01 5.153856762987e+04 2.035779328942e+00
3.265160422207e+00 1.627016791430e+01 5.595254260898e+01 5.093680357426e+04 2.046737857368e+00
3.287977109014e+00 1.615617490567e+01 5.582156357363e+01 5.034339969688e+04 2.057760176682e+00
3.310953237052e+00 1.604323622759e+01 5.569118698079e+01 4.975823043631e+04 2.068846818952e+00
3.334089920484e+00 1.593134151379e+01 5.556141072697e+01 4.918117221367e+04 2.079998321855e+00
3.357388281258e+00 1.582048050360e+01 5.543223271345e+01 4.861210340032e+04 2.091215228730e+00
3.380849449163e+00 1.571064304082e+01 5.530365084626e+01 4.805090428607e+04 2.102498088634e+00
3.404474561883e+00 1.560181907266e+01 5.517566303616e+01 4.749745704785e+04 2.113847456391e+00
3.428264765051e+00 1.549399864866e+01 5.504826719861e+01 4.695164571903e+04 2.125263892648e+00
3.452221212307e+00 1.538717191963e+01 5.492146125376e+01 4.641335615914e+04 2.136747963931e+00
3.476345065351e+00 1.528132913662e+01 5.479524312640e+01 4.588247602415e+04 2.148300242698e+00
3.500637494001e+00 1.517646064986e+01 5.466961074596e+01 4.535889473722e+04 2.159921307396e+00
3.525099676252e+00 1.507255690774e+01 5.454456204649e+01 4.484250345994e+04 2.171611742514e+00
3.549732798327e+00 1.496960845580e+01 5.442009496662e+01 4.433319506410e+04 2.183372138642e+00
3.574538054742e+00 1.486760593571e+01 5.429620744955e+01 4.383086410382e+04 2.195203092525e+00
3.599516648357e+00 1.476654008430e+01 5.417289744302e+01 4.333540678823e+04 2.207105207122e+00
3.624669790440e+00 1.466640173255e+01 5.405016289930e+01 4.284672095461e+04 2.219079091662e+00
3.649998700721e+00 1.456718180463e+01 5.392800177515e+01 4.236470604191e+04 2.231125361704e+00
3.675504607455e+00 1.446887131694e+01 5.380641203182e+01 4.188926306477e+04 2.243244639191e+00
3.701188747479e+00 1.437146137712e+01 5.368539163503e+01 4.142029458792e+04 2.255437552513e+00
3.727052366274e+00 1.427494318315e+01 5.356493855490e+01 4.095770470107e+04 2.267704736564e+00
3.753096718024e+00 1.417930802240e+01 5.344505076602e+01 4.050139899415e+04 2.280046832803e+00
3.779323065675e+00 1.408454727069e+01 5.332572624732e+01 4.005128453301e+04 2.292464489313e+00
3.805732681002e+00 1.399065239141e+01 5.320696298216e+01 3.960726983550e+04 2.304958360859e+00
3.832326844665e+00 1.389761493455e+01 5.308875895821e+01 3.916926484794e+04 2.317529108955e+00
3.859106846273e+00 1.380542653587e+01 5.297111216752e+01 3.873718092199e+04 2.330177401920e+00
3.886073984447e+00 1.371407891600e+01 5.285402060643e+01 3.831093079193e+04 2.342903914943e+00
3.913229566883e+00 1.362356387950e+01 5.273748227558e+01 3.789042855226e+04 2.355709330142e+00
3.940574910415e+00 1.353387331409e+01 5.262149517990e+01 3.747558963571e+04 2.368594336630e+00
3.968111341078e+00 1.344499918971e+01 5.250605732857e+01 3.706633079162e+04 2.381559630578e+00
3.995840194175e+00 1.335693355770e+01 5.239116673502e+01 3.666257006465e+04 2.394605915277e+00
4.023762814338e+00 1.326966854996e+01 5.227682141690e+01 3.626422677385e+04 2.407733901202e+00
4.051880555597e+00 1.318319637810e+01 5.216301939606e+01 3.587122149211e+04 2.420944306080e+00
4.080194781442e+00 1.309750933265e+01 5.204975869854e+01 3.548347602590e+04 2.434237854951e+00
4.108706864894e+00 1.301259978219e+01 5.193703735455e+01 3.510091339535e+04 2.447615280236e+00
4.137418188564e+00 1.292846017259e+01 5.182485339846e+01 3.472345781473e+04 2.461077321802e+00
4.166330144729e+00 1.284508302619e+01 5.171320486875e+01 3.435103467315e+04 2.474624727030e+00
4.195444135392e+00 1.276246094100e+01 5.160208980804e+01 3.398357051566e+04 2.488258250881e+00
4.224761572356e+00 1.268058658994e+01 5.149150626304e+01 3.362099302460e+04 2.501978655963e+00
4.254283877286e+00 1.259945272005e+01 5.138145228455e+01 3.326323100133e+04 2.515786712602e+00
4.284012481785e+00 1.251905215171e+01 5.127192592743e+01 3.291021434818e+04 2.529683198905e+00
4.313948827457e+00 1.243937777791e+01 5.116292525058e+01 3.256187405077e+04 2.543668900836e+00
4.344094365982e+00 1.236042256349e+01 5.105444831697e+01 3.221814216056e+04 2.557744612280e+00
4.374450559182e+00 1.228217954438e+01 5.094649319355e+01 3.187895177776e+04 2.571911135116e+00
4.405018879098e+00 1.220464182686e+01 5.083905795129e+01 3.154423703443e+04 2.586169279287e+00
4.435800808053e+00 1.212780258689e+01 5.073214066514e+01 3.121393307795e+04 2.600519862869e+00
4.466797838731e+00 1.205165506931e+01 5.062573941405e+01 3.088797605470e+04 2.614963712147e+00
4.498011474246e+00 1.197619258717e+01 5.051985228088e+01 3.056630309405e+04 2.629501661683e+00
4.529443228215e+00 1.190140852103e+01 5.041447735247e+01 3.024885229254e+04 2.644134554390e+00
4.561094624835e+00 1.182729631823e+01 5.030961271957e+01 2.993556269846e+04 2.658863241607e+00
4.592967198949e+00 1.175384949225e+01 5.020525647686e+01 2.962637429653e+04 2.673688583169e+00
4.625062496129e+00 1.168106162195e+01 5.010140672290e+01 2.932122799292e+04 2.688611447483e+00
4.657382072748e+00 1.160892635098e+01 4.999806156014e+01 2.902006560051e+04 2.703632711605e+00
4.689927496051e+00 1.153743738703e+01 4.989521909491e+01 2.872282982436e+04 2.718753261311e+00
4.722700344239e+00 1.146658850123e+01 4.979287743739e+01 2.842946424745e+04 2.733973991176e+00
4.755702206538e+00 1.139637352745e+01 4.969103470161e+01 2.813991331664e+04 2.749295804647e+00
4.788934683281e+00 1.132678636169e+01 4.958968900543e+01 2.785412232887e+04 2.764719614125e+00
4.822399385984e+00 1.125782096139e+01 4.948883847052e+01 2.757203741757e+04 2.780246341037e+00
4.856097937424e+00 1.118947134482e+01 4.938848122236e+01 2.729360553931e+04 2.795876915916e+00
4.890031971718e+00 1.112173159049e+01 4.928861539024e+01 2.701877446065e+04 2.811612278479e+00
4.924203134402e+00 1.105459583643e+01 4.918923910721e+01 2.674749274524e+04 2.827453377708e+00
4.958613082510e+00 1.098805827968e+01 4.909035051009e+01 2.647970974108e+04 2.843401171925e+00
4.993263484655e+00 1.092211317559e+01 4.899194773946e+01 2.621537556808e+04 2.859456628878e+00
5.028156021114e+00 1.085675483728e+01 4.889402893966e+01 2.595444110566e+04 2.875620725814e+00
5.063292383900e+00 1.079197763503e+01 4.879659225873e+01 2.569685798077e+04 2.891894449568e+00
5.098674276854e+00 1.072777599564e+01 4.869963584846e+01 2.544257855591e+04 2.908278796637e+00
5.134303415721e+00 1.066414440193e+01 4.860315786434e+01 2.519155591747e+04 2.924774773268e+00
5.170181528236e+00 1.060107739206e+01 4.850715646556e+01 2.494374386420e+04 2.941383395538e+00
5.206310354208e+00 1.053856955906e+01 4.841162981500e+01 2.469909689591e+04 2.958105689435e+00
5.242691645604e+00 1.047661555018e+01 4.831657607922e+01 2.445757020231e+04 2.974942690947e+00
5.279327166630e+00 1.041521006639e+01 4.822199342843e+01 2.421911965206e+04 2.991895446142e+00
5.316218693825e+00 1.035434786175e+01 4.812788003652e+01 2.398370178202e+04 3.008965011252e+00
5.353368016140e+00 1.029402374296e+01 4.803423408102e+01 2.375127378661e+04 3.026152452762e+00
5.390776935027e+00 1.023423256873e+01 4.794105374309e+01 2.352179350743e+04 3.043458847494e+00
5.428447264527e+00 1.017496924928e+01 4.784833720753e+01 2.329521942297e+04 3.060885282690e+00
5.466380831355e+00 1.011622874579e+01 4.775608266274e+01 2.307151063853e+04 3.078432856105e+00
5.504579474996e+00 1.005800606991e+01 4.766428830074e+01 2.285062687630e+04 3.096102676089e+00
5.543045047784e+00 1.000029628319e+01 4.757295231714e+01 2.263252846560e+04 3.113895861676e+00
5.581779415000e+00 9.943094496592e+00 4.748207291115e+01 2.241717633330e+04 3.131813542675e+00
5.620784454958e+00 9.886395869960e+00 4.739164828557e+01 2.220453199432e+04 3.149856859754e+00
5.660062059098e+00 9.830195611540e+00 4.730167664673e+01 2.199455754238e+04 3.168026964534e+00
5.699614132078e+00 9.774488977457e+00 4.721215620458e+01 2.178721564086e+04 3.186325019675e+00
5.739442591865e+00 9.719271271228e+00 4.712308517258e+01 2.158246951379e+04 3.204752198969e+00
5.779549369827e+00 9.664537843273e+00 4.703446176775e+01 2.138028293703e+04 3.223309687428e+00
5.819936410831e+00 9.610284090424e+00 4.694628421066e+01 2.118062022953e+04 3.241998681379e+00
5.860605673333e+00 9.556505455449e+00 4.685855072540e+01 2.098344624481e+04 3.260820388551e+00
5.901559129476e+00 9.503197426575e+00 4.677125953958e+01 2.078872636253e+04 3.279776028171e+00
5.942798765181e+00 9.450355537020e+00 4.668440888433e+01 2.059642648019e+04 3.298866831054e+00
5.984326580249e+00 9.397975364522e+00 4.659799699429e+01 2.040651300500e+04 3.318094039697e+00
6.026144588456e+00 9.346052530885e+00 4.651202210759e+01 2.021895284586e+04 3.337458908374e+00
6.068254817648e+00 9.294582701517e+00 4.642648246586e+01 2.003371340547e+04 3.356962703227e+00
6.110659309843e+00 9.243561584982e+00 4.634137631422e+01 1.985076257258e+04 3.376606702362e+00
6.153360121328e+00 9.192984932554e+00 4.625670190126e+01 1.967006871435e+04 3.396392195944e+00
6.196359322759e+00 9.142848537771e+00 4.617245747904e+01 1.949160066883e+04 3.416320486291e+00
6.239658999262e+00 9.093148236003e+00 4.608864130309e+01 1.931532773761e+04 3.436392887971e+00
6.283261250532e+00 9.043879904012e+00 4.600525163239e+01 1.914121967852e+04 3.456610727897e+00
6.327168190940e+00 8.995039459533e+00 4.592228672940e+01 1.896924669851e+04 3.476975345423e+00
6.371381949629e+00 8.946622860839e+00 4.583974485998e+01 1.879937944658e+04 3.497488092443e+00
6.415904670621e+00 8.898626106330e+00 4.575762429347e+01 1.863158900688e+04 3.518150333483e+00
6.460738512921e+00 8.851045234115e+00 4.567592330262e+01 1.846584689194e+04 3.538963445806e+00
6.505885650620e+00 8.803876321598e+00 4.559464016361e+01 1.830212503589e+04 3.559928819502e+00
6.551348273002e+00 8.757115485075e+00 4.551377315606e+01 1.814039578796e+04 3.581047857592e+00
6.597128584650e+00 8.710758879330e+00 4.543332056297e+01 1.798063190592e+04 3.602321976123e+00
6.643228805551e+00 8.664802697236e+00 4.535328067079e+01 1.782280654977e+04 3.623752604268e+00
6.689651171207e+00 8.619243169362e+00 4.527365176934e+01 1.766689327542e+04 3.645341184424e+00
6.736397932739e+00 8.574076563580e+00 4.519443215185e+01 1.751286602853e+04 3.667089172312e+00
6.783471357001e+00 8.529299184682e+00 4.511562011496e+01 1.736069913845e+04 3.688998037079e+00
6.830873726687e+00 8.484907373995e+00 4.503721395869e+01 1.721036731223e+04 3.711069261390e+00
6.878607340441e+00 8.440897509006e+00 4.495921198641e+01 1.706184562873e+04 3.733304341537e+00
6.926674512972e+00 8.397266002984e+00 4.488161250492e+01 1.691510953287e+04 3.755704787535e+00
6.975077575162e+00 8.354009304611e+00 4.480441382436e+01 1.677013482991e+04 3.778272123220e+00
7.023818874182e+00 8.311123897614e+00 4.472761425825e+01 1.662689767984e+04 3.801007886353e+00
7.072900773605e+00 8.268606300406e+00 4.465121212346e+01 1.648537459193e+04 3.823913628720e+00
7.122325653519e+00 8.226453065721e+00 4.457520574025e+01 1.634554241924e+04 3.846990916231e+00
7.172095910646e+00 8.184660780263e+00 4.449959343218e+01 1.620737835332e+04 3.870241329023e+00
7.222213958454e+00 8.143226064351e+00 4.442437352622e+01 1.607085991895e+04 3.893666461558e+00
7.272682227279e+00 8.102145571574e+00 4.434954435264e+01 1.593596496901e+04 3.917267922727e+00
7.323503164436e+00 8.061415988443e+00 4.427510424508e+01 1.580267167935e+04 3.941047335948e+00
7.374679234346e+00 8.021034034052e+00 4.420105154048e+01 1.567095854383e+04 3.965006339270e+00
7.426212918648e+00 7.980996459740e+00 4.412738457915e+01 1.554080436936e+04 3.989146585471e+00
7.478106716323e+00 7.941300048756e+00 4.405410170471e+01 1.541218827112e+04 4.013469742159e+00
7.530363143815e+00 7.901941615930e+00 4.398120126410e+01 1.528508966774e+04 4.037977491877e+00
7.582984735155e+00 7.862918007343e+00 4.390868160758e+01 1.515948827665e+04 4.062671532195e+00
7.635974042078e+00 7.824226100006e+00 4.383654108874e+01 1.503536410945e+04 4.087553575820e+00
7.689333634151e+00 7.785862801538e+00 4.376477806445e+01 1.491269746738e+04 4.112625350690e+00
7.743066098900e+00 7.747825049849e+00 4.369339089491e+01 1.479146893687e+04 4.137888600074e+00
7.797174041929e+00 7.710109812825e+00 4.362237794362e+01 1.467165938511e+04 4.163345082676e+00
7.851660087050e+00 7.672714088017e+00 4.355173757738e+01 1.455324995577e+04 4.188996572731e+00
7.906526876413e+00 7.635634902337e+00 4.348146816627e+01 1.443622206471e+04 4.214844860105e+00
7.961777070628e+00 7.598869311749e+00 4.341156808367e+01 1.432055739582e+04 4.240891750392e+00
8.017413348899e+00 7.562414400970e+00 4.334203570626e+01 1.420623789689e+04 4.267139065016e+00
8.073438409150e+00 7.526267283171e+00 4.327286941397e+01 1.409324577556e+04 4.293588641326e+00
8.129854968160e+00 7.490425099682e+00 4.320406759005e+01 1.398156349532e+04 4.320242332694e+00
8.186665761692e+00 7.454885019702e+00 4.313562862100e+01 1.387117377160e+04 4.347102008611e+00
8.243873544626e+00 7.419644240004e+00 4.306755089659e+01 1.376205956791e+04 4.374169554787e+00
8.301481091093e+00 7.384699984656e+00 4.299983280986e+01 1.365420409202e+04 4.401446873240e+00
8.359491194609e+00 7.350049504731e+00 4.293247275713e+01 1.354759079224e+04 4.428935882398e+00
8.417906668212e+00 7.315690078035e+00 4.286546913796e+01 1.344220335372e+04 4.456638517187e+00
8.476730344597e+00 7.281619008819e+00 4.279882035517e+01 1.333802569485e+04 4.484556729129e+00
8.535965076252e+00 7.247833627513e+00 4.273252481484e+01 1.323504196368e+04 4.512692486432e+00
8.595613735599e+00 7.214331290451e+00 4.266658092629e+01 1.313323653439e+04 4.541047774083e+00
8.655679215134e+00 7.181109379600e+00 4.260098710209e+01 1.303259400390e+04 4.569624593936e+00
8.716164427564e+00 7.148165302298e+00 4.253574175805e+01 1.293309918842e+04 4.598424964806e+00
8.777072305948e+00 7.115496490987e+00 4.247084331321e+01 1.283473712010e+04 4.627450922554e+00
8.838405803845e+00 7.083100402953e+00 4.240629018985e+01 1.273749304379e+04 4.656704520177e+00
8.900167895449e+00 7.050974520069e+00 4.234208081348e+01 1.264135241376e+04 4.686187827892e+00
8.962361575741e+00 7.019116348538e+00 4.227821361283e+01 1.254630089051e+04 4.715902933222e+00
9.024989860628e+00 6.987523418639e+00 4.221468701985e+01 1.245232433767e+04 4.745851941079e+00
9.088055787094e+00 6.956193284482e+00 4.215149946971e+01 1.235940881887e+04 4.776036973848e+00
9.151562413344e+00 6.925123523751e+00 4.208864940079e+01 1.226754059474e+04 4.806460171466e+00
9.215512818953e+00 6.894311737469e+00 4.202613525467e+01 1.217670611988e+04 4.837123691502e+00
9.279910105018e+00 6.863755549748e+00 4.196395547616e+01 1.208689203995e+04 4.868029709234e+00
9.344757394304e+00 6.833452607550e+00 4.190210851324e+01 1.199808518876e+04 4.899180417726e+00
9.410057831398e+00 6.803400580451e+00 4.184059281710e+01 1.191027258541e+04 4.930578027899e+00
9.475814582862e+00 6.773597160406e+00 4.177940684212e+01 1.182344143150e+04 4.962224768607e+00
9.542030837386e+00 6.744040061512e+00 4.171854904587e+01 1.173757910837e+04 4.994122886704e+00
9.608709805941e+00 6.714727019782e+00 4.165801788908e+01 1.165267317435e+04 5.026274647116e+00
9.675854721937e+00 6.685655792913e+00 4.159781183569e+01 1.156871136212e+04 5.058682332902e+00
9.743468841378e+00 6.656824160062e+00 4.153792935279e+01 1.148568157607e+04 5.091348245319e+00
9.811555443021e+00 6.628229921622e+00 4.147836891064e+01 1.140357188969e+04 5.124274703888e+00
9.880117828535e+00 6.599870899001e+00 4.141912898266e+01 1.132237054303e+04 5.157464046445e+00
9.949159322661e+00 6.571744934401e+00 4.136020804546e+01 1.124206594020e+04 5.190918629204e+00
1.001868327337e+01 6.543849890602e+00 4.130160457874e+01 1.116264664686e+04 5.224640826807e+00
1.008869305204e+01 6.516183650749e+00 4.124331706541e+01 1.108410138785e+04 5.258633032375e+00
1.015919205359e+01 6.488744118136e+00 4.118534399149e+01 1.100641904473e+04 5.292897657558e+00
1.023018369667e+01 6.461529215999e+00 4.112768384613e+01 1.092958865345e+04 5.327437132578e+00
1.030167142382e+01 6.434536887304e+00 4.107033512164e+01 1.085359940204e+04 5.362253906271e+00
1.037365870165e+01 6.407765094544e+00 4.101329631342e+01 1.077844062832e+04 5.397350446126e+00
1.044614902097e+01 6.381211819535e+00 4.095656592002e+01 1.070410181763e+04 5.432729238319e+00
1.051914589700e+01 6.354875063209e+00 4.090014244309e+01 1.063057260064e+04 5.468392787747e+00
1.059265286951e+01 6.328752845422e+00 4.084402438739e+01 1.055784275116e+04 5.504343618053e+00
1.066667350303e+01 6.302843204747e+00 4.078821026078e+01 1.048590218401e+04 5.540584271652e+00
1.074121138697e+01 6.277144198287e+00 4.073269857421e+01 1.041474095288e+04 5.577117309751e+00
1.081627013584e+01 6.251653901473e+00 4.067748784173e+01 1.034434924829e+04 5.613945312364e+00
1.089185338940e+01 6.226370407876e+00 4.062257658046e+01 1.027471739550e+04 5.651070878325e+00
1.096796481285e+01 6.201291829018e+00 4.056796331061e+01 1.020583585253e+04 5.688496625296e+00
1.104460809700e+01 6.176416294180e+00 4.051364655546e+01 1.013769520816e+04 5.726225189767e+00
1.112178695846e+01 6.151741950219e+00 4.045962484132e+01 1.007028617998e+04 5.764259227059e+00
1.119950513979e+01 6.127266961380e+00 4.040589669759e+01 1.000359961248e+04 5.802601411312e+00
1.127776640972e+01 6.102989509119e+00 4.035246065670e+01 9.937626475130e+03 5.841254435480e+00
1.135657456331e+01 6.078907791914e+00 4.029931525413e+01 9.872357860557e+03 5.880221011305e+00
1.143593342214e+01 6.055020025095e+00 4.024645902838e+01 9.807784982674e+03 5.919503869303e+00
1.151584683450e+01 6.031324440659e+00 4.019389052098e+01 9.743899174894e+03 5.959105758733e+00
1.159631867556e+01 6.007819287100e+00 4.014160827647e+01 9.680691888348e+03 5.999029447563e+00
1.167735284758e+01 5.984502829231e+00 4.008961084240e+01 9.618154690135e+03 6.039277722430e+00
1.175895328009e+01 5.961373348018e+00 4.003789676933e+01 9.556279261597e+03 6.079853388595e+00
1.184112393007e+01 5.938429140401e+00 3.998646461079e+01 9.495057396627e+03 6.120759269892e+00
1.192386878215e+01 5.915668519135e+00 3.993531292332e+01 9.434480999995e+03 6.161998208665e+00
1.200719184881e+01 5.893089812616e+00 3.988444026639e+01 9.374542085703e+03 6.203573065708e+00
1.209109717058e+01 5.870691364717e+00 3.983384520248e+01 9.315232775369e+03 6.245486720190e+00
1.217558881620e+01 5.848471534629e+00 3.978352629699e+01 9.256545296631e+03 6.287742069572e+00
1.226067088287e+01 5.826428696693e+00 3.973348211827e+01 9.198471981575e+03 6.330342029525e+00
1.234634749639e+01 5.804561240244e+00 3.968371123762e+01 9.141005265196e+03 6.373289533832e+00
1.243262281141e+01 5.782867569448e+00 3.963421222925e+01 9.084137683867e+03 6.416587534286e+00
1.251950101162e+01 5.761346103151e+00 3.958498367029e+01 9.027861873849e+03 6.460239000576e+00
1.260698630993e+01 5.739995274714e+00 3.953602414076e+01 8.972170569810e+03 6.504246920173e+00
1.269508294869e+01 5.718813531870e+00 3.948733222359e+01 8.917056603374e+03 6.548614298196e+00
1.278379519991e+01 5.697799336563e+00 3.943890650458e+01 8.862512901690e+03 6.593344157278e+00
